species,longitude,latitude
Sus,915430.1766,2966085.251
Sus,909798.6691,2975469.42
Sus,893313.9751,2967658.881
Sus,891194.3511,2970146.782
Sus,829345.3334,2974636.383
Sus,826801.722,2972537.9
Sus,827625.9155,2971996.611
Sus,824975.3436,2970115.264
Sus,823586.6262,2963752.906
Sus,544745.4417,2957157.885
Sus,540501.4442,2952235.605
Sus,548575.4039,2961269.697
Sus,670375.7677,2958738.811
Sus,669688.3868,2960888.423
Sus,660262.0956,2961575.828
Sus,661579.0388,2961248.662
Sus,742545.2712,2955619.874
Sus,760974.9087,2959250.379
Sus,766698.0561,2960632.398
Sus,702345.1494,2956915.643
Sus,711668.3058,2954882.119
Sus,711203.4425,2956228.969
Sus,712270.6834,2960187.496
Sus,913443.9783,2962130.658
Sus,913920.8629,2964141.419
Sus,838525.361,2955855.906
Sus,822958.5511,2961739.257
Sus,822578.3994,2962698.898
Sus,831814.7252,2961317.826
Sus,820994.7389,2962263.802
Sus,817544.0235,2955060.829
Sus,816802.2846,2954360.644
Sus,817712.5601,2957378.104
Sus,823884.7815,2954972.526
Sus,823360.9487,2955814.46
Sus,836301.7829,2962507.833
Sus,836962.9656,2963364.949
Sus,539497.6702,2951769.809
Sus,539241.8301,2951206.039
Sus,765866.4519,2947525.459
Sus,767146.9914,2947182.703
Sus,758480.4625,2950021.744
Sus,751870.137,2944253.535
Sus,749506.56,2940542.506
Sus,746267.2735,2940510.344
Sus,698503.702,2944449.044
Sus,695060.3326,2941625.381
Sus,695911.0291,2942100.17
Sus,704471.4318,2948483.919
Sus,841546.4063,2950851.228
Sus,831330.9264,2945485.283
Sus,811974.0381,2951922.23
Sus,832718.2007,2951688.421
Sus,833579.7899,2952127.499
Sus,818329.6509,2946696.628
Sus,839942.215,2940929.744
Sus,695109.8225,2936577.794
Sus,697784.0003,2937326.934
Sus,697826.002,2938189.51
Sus,696010.106,2932035.76
Sus,829002.6542,2937969.936
Sus,832954.1631,2937755.376
Sus,829542.1457,2937169.343
Sus,826615.99,2934340.944
Sus,826122.98,2933514.562
Sus,829267.8928,2934103.752
Sus,828970.9868,2933553.415
Sus,830124.0624,2934546.715
Sus,823064.2606,2935228.148
Sus,822965.4495,2934469.329
Sus,823096.8521,2933661.353
Sus,822769.7598,2932257.703
Sus,821513.0605,2933119.106
Sus,740733.9893,2938066.703
Sus,743379.1952,2938662.717
Sus,772713.0378,2937984.007
Sus,688196.3062,2926593.344
Sus,682167.4572,2927737.466
Sus,690431.9797,2927180.415
Sus,841917.1833,2918183.943
Sus,846414.5467,2919259.611
Sus,873121.9912,2926438.643
Sus,830758.6144,2925355.009
Sus,816824.4181,2921963.655
Sus,820758.6592,2920110.032
Sus,817714.9385,2924525.223
Sus,817062.585,2923883.901
Sus,835535.8901,2921835.984
Sus,835495.8496,2921199.135
Sus,835555.6064,2920398.812
Sus,739873.4994,2923310.029
