species,longitude,latitude
Sus,737808.3316,3228764.806
Sus,766894.6278,3229104.556
Sus,739785.4661,3216714.122
Sus,756491.7534,3226744.844
Sus,811114.3771,3217369.963
Sus,799082.6719,3218557.313
Sus,760783.8214,3205453.761
Sus,762203.4844,3215127.398
Sus,769778.7381,3195340.789
Sus,749114.5707,3194972.159
Sus,825247.7136,3200652.3
Sus,816106.9108,3193802.487
Sus,771177.6326,3182721.395
Sus,731594.4718,3184719.916
Sus,766540.8641,3189518.576
Sus,823258.037,3186940.387
Sus,811929.7428,3188770.238
Sus,809754.8869,3183402.312
Sus,713833.6218,3170884.377
Sus,732110.8755,3171904.209
Sus,740166.9066,3179237.077
Sus,760220.4923,3170584.141
Sus,852753.7545,3172532.447
Sus,828518.7355,3171427.774
Sus,821531.2714,3181417.253
Sus,815545.8273,3176128.484
Sus,801169.5047,3171910.024
Sus,599179.7755,3161813.05
Sus,708864.6286,3166745.833
Sus,733872.5328,3163190.397
Sus,751712.7691,3161007.136
Sus,636494.7304,3159184.755
Sus,849776.5031,3163195.819
Sus,842335.4337,3168618.147
Sus,812296.1524,3167284.131
Sus,832587.1634,3159784.227
Sus,823110.7263,3163214.329
Sus,619775.6422,3147308.511
Sus,615403.2177,3155959.595
Sus,588788.2483,3154706.917
Sus,729947.9238,3147810.33
Sus,753348.2594,3152984.481
Sus,599632.743,3150089.644
Sus,635972.1825,3152886.421
Sus,611654.9283,3151207.046
Sus,915407.9445,3156637.427
Sus,912288.2701,3149955.139
Sus,868885.7089,3151230.034
Sus,832340.5866,3153100.95
Sus,848152.1914,3151862.666
Sus,841057.7803,3148371.501
Sus,615607.2214,3140053.417
Sus,764472.9946,3135738.672
Sus,740917.9419,3137832.516
Sus,708888.5381,3144793.191
Sus,600231.511,3143125.581
Sus,635469.0716,3140367.64
Sus,589757.1411,3145354.025
Sus,915547.1546,3142633.042
Sus,825922.9051,3141855.205
Sus,837566.7694,3138976.175
Sus,626990.2618,3124316.969
Sus,591971.8102,3133708.941
Sus,685597.6091,3132262.472
Sus,763674.8856,3127891.467
Sus,751994.6719,3129885.477
Sus,723930.7848,3135281.846
Sus,732965.4492,3128196.035
Sus,705238.4923,3126108.349
Sus,724864.6074,3125349.085
Sus,590035.3925,3128121.187
Sus,686314.3629,3123981.999
Sus,865406.4461,3136812.654
Sus,858580.7627,3126983.344
Sus,911563.3475,3133946.654
Sus,814949.0543,3132218.701
Sus,842072.0647,3127115.801
Sus,656040.8673,3122117.746
Sus,758687.0895,3112673.686
Sus,773336.708,3114018.079
Sus,760030.2476,3118697.739
Sus,709413.3908,3118132.267
Sus,704222.838,3113862.677
Sus,588200.3231,3122499.285
Sus,592176.959,3115589.816
Sus,873987.7082,3117373.803
Sus,903906.6778,3124551.106
Sus,896013.0288,3116974.602
Sus,912053.3187,3115851.95
Sus,856929.2151,3118597.327
Sus,679202.6696,3102674.364
Sus,686698.6625,3108873.829
Sus,649370.1669,3108885.803
Sus,815487.2337,3112847.304
Sus,774228.4486,3105041.089
Sus,918105.139,3110230.6
Sus,803308.456,3110343.426
Sus,910578.1169,3103830.004
Sus,871055.9363,3104579.561
Sus,847684.319,3112939.752
Sus,843795.9786,3103640.191
Sus,671491.5101,3097706.644
Sus,763249.4443,3095374.887
Sus,772636.7288,3091561.493
Sus,910063.4623,3092427.815
Sus,918959.9105,3097516.83
Sus,874034.0302,3093104.843
Sus,857491.4564,3097707.89
Sus,853381.4581,3091059.266
Sus,716782.9406,3081106.336
Sus,778186.8365,3078297.902
Sus,901529.606,3080356.019
Sus,869582.2783,3081748.604
Sus,871479.6026,3087104.915
Sus,840364.3433,3089805.381
Sus,839437.2039,3081724.024
Sus,857987.0001,3080574.775
Sus,828440.3249,3085917.705
Sus,658456.4916,3066382.685
Sus,709129.1764,3066779.54
Sus,723622.7688,3068060.232
Sus,726705.0946,3073134.96
Sus,643326.7653,3073380.631
Sus,599595.0607,3068804.143
Sus,670751.1113,3068742.189
Sus,776337.5767,3068496.833
Sus,765035.0551,3070857.265
Sus,858109.2769,3071253.565
Sus,928255.2693,3077292.252
Sus,832837.7578,3070533.939
Sus,843952.6762,3067825.997
Sus,566975.1953,3061814.626
Sus,539463.7736,3059842.81
Sus,575352.5911,3055415.666
Sus,666429.0268,3056891.49
Sus,717052.3146,3061487.115
Sus,710353.3854,3057017.453
Sus,738240.5449,3057730.418
Sus,607802.3633,3062295.292
Sus,624624.1144,3064453.493
Sus,644446.316,3055730.468
Sus,778643.971,3056300.418
Sus,883923.0844,3063746.902
Sus,899060.9464,3062815.032
Sus,937309.1445,3061444.111
Sus,911606.3345,3065737.576
Sus,919135.5854,3060302.173
Sus,539785.4899,3053019.998
Sus,532293.204,3046559.054
Sus,555155.821,3048301.441
Sus,700230.3052,3046727.006
Sus,706651.3425,3052120.154
Sus,628354.7011,3044464.125
Sus,914261.8858,3054530.007
Sus,904094.769,3050179.198
Sus,843470.4727,3046589.442
Sus,852216.553,3050388.874
Sus,929765.8144,3054533.808
Sus,923640.0921,3046096.461
Sus,539064.6076,3040683.093
Sus,525360.1734,3041055.677
Sus,564039.6009,3035910.62
Sus,663224.3427,3040944.639
Sus,616999.2907,3032797.071
Sus,687743.9952,3038156.887
Sus,904499.3551,3039581.041
Sus,831921.1154,3041502.317
Sus,834727.6924,3033553.907
Sus,848059.5883,3037933.7
Sus,813518.8972,3035758.602
Sus,528084.8033,3022433.985
Sus,548497.7114,3030671.57
Sus,537300.6373,3028273.661
Sus,522955.8163,3030715.438
Sus,513148.0389,3021495.239
Sus,506999.4142,3030042.026
Sus,685471.1222,3023593.741
Sus,703116.2484,3025235.495
Sus,902507.2909,3030631.901
Sus,832013.3711,3026114.849
Sus,844042.2753,3028251.359
Sus,814511.0081,3027708.066
Sus,797113.2312,3026926.054
Sus,805527.0405,3032181.517
Sus,822105.5853,3022690.957
Sus,499667.2041,3011728.751
Sus,457611.4357,3018033.903
Sus,686417.3298,3008916.881
Sus,884358.3592,3019073.995
Sus,775746.7404,3010388.696
Sus,842141.3278,3018112.72
Sus,860249.1218,3013200.374
Sus,870830.5344,3010613.857
Sus,832329.0133,3013160.733
Sus,513380.1109,2999971.167
Sus,531590.0081,2998101.998
Sus,714482.2438,2998956.18
Sus,693618.8593,3003313.988
Sus,657808.1631,3007897.651
Sus,773201.9472,3005243.161
Sus,784925.1776,2998527.75
Sus,852964.3968,2998872.309
Sus,854077.6312,3008244.449
Sus,865780.8783,3001338.07
Sus,839249.3046,3006998.664
Sus,826168.1812,3004306.466
Sus,881104.5406,3006546.089
Sus,900817.4615,3000054.661
Sus,907339.2315,3006315.872
Sus,695722.5938,2986768.527
Sus,677941.1933,2987833.953
Sus,681949.0153,2994462.074
Sus,897406.4539,2987978.724
Sus,761507.7396,2993391.436
Sus,780764.5945,2988996.787
Sus,871556.0992,2995527.344
Sus,836508.083,2986952.223
Sus,686010.5266,2979271.123
Sus,735163.9428,2974756.533
Sus,740358.7403,2978919.432
Sus,752668.7987,2981809.476
Sus,872968.6222,2979508.642
Sus,766115.9471,2984680.771
Sus,804126.3245,2975615.437
Sus,848198.4696,2977716.185
Sus,825232.339,2984096.697
Sus,900933.3104,2977191.884
Sus,669908.9957,2962791.998
Sus,702319.8217,2969527.838
Sus,668318.3087,2972276.984
Sus,740158.9955,2967676.038
Sus,766336.3065,2963365.904
Sus,733631.2083,2963581.388
Sus,866233.7755,2973918.464
Sus,796312.2698,2966102.95
Sus,942786.3487,2971632.15
Sus,915430.1766,2966085.251
Sus,893313.9751,2967658.881
Sus,829345.3334,2974636.383
Sus,824975.3436,2970115.264
Sus,823586.6262,2963752.906
Sus,544745.4417,2957157.885
Sus,540501.4442,2952235.605
Sus,742545.2712,2955619.874
Sus,760974.9087,2959250.379
Sus,702345.1494,2956915.643
Sus,712270.6834,2960187.496
Sus,838525.361,2955855.906
Sus,817544.0235,2955060.829
Sus,836962.9656,2963364.949
Sus,765866.4519,2947525.459
Sus,751870.137,2944253.535
Sus,745859.7804,2940102.171
Sus,698503.702,2944449.044
Sus,704471.4318,2948483.919
Sus,831330.9264,2945485.283
Sus,832718.2007,2951688.421
Sus,818329.6509,2946696.628
Sus,839942.215,2940929.744
Sus,695109.8225,2936577.794
Sus,829002.6542,2937969.936
Sus,825559.8241,2933253.063
Sus,772713.0378,2937984.007
Sus,688196.3062,2926593.344
Sus,841917.1833,2918183.943
Sus,873121.9912,2926438.643
Sus,830758.6144,2925355.009
Sus,816824.4181,2921963.655
Sus,739873.4994,2923310.029
Sus,830103.4915,2914362.685
Sus,747927.1068,2907209.693
Sus,723726.474,2913635.206
Sus,734914.9257,2908154.636
Sus,808233.7145,2910900.237
Sus,722303.124,2904520.044
Sus,846950.1849,2894094.115
Sus,822649.0232,2885796.106
Sus,821432.896,2868450.514
Sus,898873.5612,2866858.293
Sus,887694.2236,2872330.367
Sus,902394.8636,2871901.228
Sus,811149.8551,2855510.369
Sus,893398.8012,2860588.429
Sus,906497.6442,2850747.338
Sus,859991.7689,2850998.195
Sus,883772.24,2845972.487
Sus,868201.7977,2843399.774
Sus,904278.343,2844929.685
Sus,891882.8008,2831710.495
Sus,846208.0632,2829813.572
Sus,830203.036,2828343.84
Sus,857509.9904,2816125.977
Sus,607298.4643,2805265.477
Sus,597206.2719,2797501.877
Sus,604161.9562,2791339.41
Sus,642462.3806,2784242.469
Sus,639433.7661,2779226.681
Sus,603249.1572,2782595.528
Sus,626634.3759,2779101.506
Sus,614848.7461,2781704.183
Sus,637285.3154,2772836.049
Sus,625457.2949,2770045.525
Sus,601366.2529,2772244.929
Sus,602846.6334,2765426.633
Sus,583711.3959,2760504.188
Sus,595595.2529,2759401.276
Sus,581794.5314,2749547.977
