species,longitude,latitude
Damage,649032.4719,3113807.052
Damage,758517.8977,3108741.907
Damage,759161.2988,3109157.831
Damage,757711.1188,3111401.633
Damage,759161.2988,3109157.831
Damage,773654.5613,3105287.048
Damage,773503.5898,3105255.563
Damage,773308.9497,3107996.377
Damage,773342.4794,3108250.999
Damage,783569.1188,3105270.722
Damage,902121.6919,3111008.982
Damage,902121.6919,3111008.982
Damage,844944.667,3113137.755
Damage,842782.3262,3113229.619
Damage,835063.4838,3107739.246
Damage,834668.7089,3105231.317
Damage,832596.6319,3115443.607
Damage,663548.5421,3100011.376
Damage,766399.3535,3098410.249
Damage,777447.8622,3099147.675
Damage,777933.6823,3100216.573
Damage,916082.8796,3095133.602
Damage,916681.239,3094475.51
Damage,914520.3998,3098319.335
Damage,886491.6873,3104417.146
Damage,893709.0815,3103048.127
Damage,889342.6959,3093312.901
Damage,916082.8796,3095133.602
Damage,916681.239,3094475.51
Damage,914520.3998,3098319.335
Damage,886491.6873,3104417.146
Damage,893709.0815,3103048.127
Damage,889342.6959,3093312.901
Damage,855938.076,3095978.616
Damage,770041.6726,3089972.226
Damage,778095.8946,3081940.04
Damage,907436.1128,3092307.752
Damage,911972.7498,3088698.106
Damage,925636.5751,3083834.358
Damage,873670.9727,3092445.955
Damage,873670.9727,3092445.955
Damage,873859.6854,3092544.332
Damage,873858.7283,3092575.14
Damage,873994.6195,3092610.201
Damage,907436.1128,3092307.752
Damage,911972.7498,3088698.106
Damage,925636.5751,3083834.358
Damage,873670.9727,3092445.955
Damage,873670.9727,3092445.955
Damage,873859.6854,3092544.332
Damage,873858.7283,3092575.14
Damage,873994.6195,3092610.201
Damage,823944.5045,3089352.594
Damage,843482.3755,3092677.647
Damage,832483.0814,3086937.774
Damage,781163.2327,3078104.554
Damage,716962.6148,3076735.246
Damage,779065.0509,3078100.015
Damage,781066.0745,3074596.012
Damage,762430.8837,3070394.649
Damage,762432.823,3070570.885
Damage,762457.4844,3070748.536
Damage,938743.4481,3071217.379
Damage,935960.5261,3070685.043
Damage,938743.4481,3071217.379
Damage,935960.5261,3070685.043
Damage,860021.295,3075405.952
Damage,860126.8256,3075915.978
Damage,860156.822,3075949.553
Damage,835379.9132,3081071.902
Damage,842057.6306,3072751.853
Damage,854759.9743,3081293.889
Damage,547841.197,3066074.361
Damage,547841.197,3066074.361
Damage,547841.4718,3066074.669
Damage,539132.0354,3060255.905
Damage,680390.3591,3064208.69
Damage,661158.8785,3058882.758
Damage,701932.2974,3061371.39
Damage,701709.8596,3061377.787
Damage,701664.6441,3061294.129
Damage,701604.2822,3061263.867
Damage,700897.5558,3060764.927
Damage,701855.7984,3061091.356
Damage,709895.7775,3067057.802
Damage,709745.9486,3066990.811
Damage,709584.654,3066952.444
Damage,709615.6871,3066821.736
Damage,708700.4212,3065050.389
Damage,708066.792,3064968.693
Damage,727815.4116,3067058.964
Damage,615588.9581,3059002.467
Damage,601551.8384,3069404.744
Damage,601294.4626,3069285.894
Damage,601184.9495,3069284.98
Damage,606456.0384,3067474.649
Damage,642006.1854,3066870.72
Damage,778819.2849,3062548.352
Damage,775946.2158,3069189.394
Damage,772492.7843,3065450.435
Damage,772322.4345,3059668.477
Damage,905345.9633,3067958.507
Damage,917530.6862,3069696.367
Damage,916121.6259,3063877.428
Damage,905345.9633,3067958.507
Damage,917530.6862,3069696.367
Damage,916121.6259,3063877.428
Damage,537221.9855,3054150.391
Damage,541021.4058,3056070.623
Damage,539695.6713,3055601.915
Damage,532294.9061,3048512.914
Damage,533839.8316,3048036.166
Damage,565430.6425,3054481.713
Damage,658959.2035,3048904.811
Damage,640390.9764,3050807.981
Damage,779787.3604,3054623.589
Damage,901658.4189,3048155.627
Damage,906568.421,3050230.312
Damage,829593.0598,3047539.568
Damage,899242.88,3052469.727
Damage,913446.2762,3047134.774
Damage,925588.0727,3057221.732
Damage,640390.9764,3050807.981
Damage,901658.4189,3048155.627
Damage,906568.421,3050230.312
Damage,829593.0598,3047539.568
Damage,899242.88,3052469.727
Damage,913446.2762,3047134.774
Damage,925588.0727,3057221.732
Damage,544750.9906,3041560.051
Damage,541373.9547,3036358.801
Damage,524548.7291,3036703.622
Damage,535806.2666,3040472.505
Damage,536385.6762,3041720.365
Damage,543903.4321,3038565.883
Damage,547707.2581,3038868.392
Damage,553549.7034,3035874.371
Damage,628964.8748,3043854.841
Damage,628574.4674,3044466.431
Damage,628575.0571,3044523.165
Damage,628638.8178,3044593.968
Damage,614097.1547,3037384.701
Damage,614092.8728,3037922.022
Damage,614092.8728,3037922.022
Damage,899492.9808,3043704.7
Damage,832808.4973,3044264.821
Damage,832842.1547,3044295.765
Damage,844296.8924,3036600.761
Damage,842223.5593,3045223.042
Damage,852322.2764,3035896.367
Damage,851462.506,3035966.191
Damage,852649.8449,3046525.641
Damage,852645.47,3046595.425
Damage,852649.8449,3046525.641
Damage,897004.4367,3043294.959
Damage,918740.1534,3044814.337
Damage,813268.7483,3037717.643
Damage,899492.9808,3043704.7
Damage,832808.4973,3044264.821
Damage,832842.1547,3044295.765
Damage,829146.6306,3043805.39
Damage,844296.8924,3036600.761
Damage,842223.5593,3045223.042
Damage,852322.2764,3035896.367
Damage,851462.506,3035966.191
Damage,852649.8449,3046525.641
Damage,852645.47,3046595.425
Damage,852649.8449,3046525.641
Damage,897004.4367,3043294.959
Damage,918740.1534,3044814.337
Damage,813268.7483,3037717.643
Damage,543618.4296,3030653.312
Damage,525213.7351,3028438.067
Damage,544063.6003,3027022.155
Damage,616714.0271,3032694.08
Damage,835252.8613,3027790.59
Damage,834973.1621,3028366.703
Damage,843803.8499,3027924.401
Damage,844077.1788,3028147.31
Damage,845184.2345,3027052.766
Damage,845022.6116,3027176.005
Damage,844861.5245,3026977.386
Damage,814566.7195,3027757.251
Damage,814524.3257,3027897.922
Damage,814462.1721,3027950.264
Damage,816391.6014,3030103.743
Damage,816343.1977,3030102.808
Damage,801226.2551,3029185.395
Damage,819032.5907,3029729.926
Damage,835196.0866,3027354.182
Damage,821235.4786,3028616.082
Damage,821652.8132,3028442.056
Damage,828487.3485,3028098.312
Damage,814566.7195,3027757.251
Damage,814524.3257,3027897.922
Damage,814462.1721,3027950.264
Damage,816391.6014,3030103.743
Damage,816343.1977,3030102.808
Damage,801226.2551,3029185.395
Damage,900681.229,3027487.887
Damage,835252.8613,3027790.59
Damage,834973.1621,3028366.703
Damage,843803.8499,3027924.401
Damage,844077.1788,3028147.31
Damage,845184.2345,3027052.766
Damage,845022.6116,3027176.005
Damage,844861.5245,3026977.386
Damage,814566.7195,3027757.251
Damage,814524.3257,3027897.922
Damage,814462.1721,3027950.264
Damage,816391.6014,3030103.743
Damage,816343.1977,3030102.808
Damage,801226.2551,3029185.395
Damage,521732.1749,3017260.456
Damage,513318.3136,3021095.501
Damage,510144.5624,3023774.465
Damage,535809.7416,3021438.613
Damage,534655.9047,3021281.48
Damage,645371.4714,3021595.815
Damage,835183.8964,3021421.933
Damage,830810.5166,3023349.546
Damage,830818.6014,3023226.784
Damage,830810.5166,3023349.546
Damage,822101.5714,3022844.941
Damage,816952.5005,3022865.872
Damage,831210.1628,3020989.953
Damage,831566.2776,3021061.138
Damage,832312.6427,3020957.89
Damage,841399.7328,3018030.601
Damage,850667.213,3015731.024
Damage,860338.9202,3012956.346
Damage,826915.0284,3023032.994
Damage,831757.6574,3013915.943
Damage,831722.703,3014192.39
Damage,887475.7549,3012818.247
Damage,835183.8964,3021421.933
Damage,830810.5166,3023349.546
Damage,830818.6014,3023226.784
Damage,830810.5166,3023349.546
Damage,693262.9053,3007537.395
Damage,665276.2273,3001038.457
Damage,883470.2806,3012138.742
Damage,882360.4466,3009668.353
Damage,886525.6149,3009673.887
Damage,772554.7889,3008729.697
Damage,767318.2141,3012485.806
Damage,854156.0741,3006458.704
Damage,854096.4112,3008553.257
Damage,856010.561,3003336.392
Damage,866670.0716,3010490.318
Damage,870861.7111,3011416.452
Damage,870692.7305,3011534.738
Damage,870993.945,3011605.402
Damage,871020.5774,3011637.032
Damage,880948.7866,3007127.214
Damage,881012.4123,3006851.634
Damage,881893.3809,3006015.218
Damage,883470.2806,3012138.742
Damage,882360.4466,3009668.353
Damage,886525.6149,3009673.887
Damage,513181.4393,2999877.116
Damage,707942.4581,2992577.047
Damage,783142.5353,2992638.192
Damage,783356.6424,2992892.564
Damage,783292.6076,2993125.538
Damage,851227.6805,2995864.015
Damage,851525.8734,2996057.359
Damage,851441.3912,2996116.633
Damage,873835.2734,2999634.549
Damage,697621.4727,2985505.683
Damage,698127.0592,2985330.804
Damage,677864.7313,2987063.943
Damage,677873.9105,2987019.44
Damage,746263.1452,2979095.365
Damage,836136.9271,2987404.566
Damage,877252.6145,2974943.585
Damage,876766.0705,2975120.186
Damage,876777.3169,2975114.356
Damage,882281.1851,2977944.452
Damage,793941.0761,2967029.661
Damage,797533.8635,2968295.605
Damage,846646.9427,2974837.589
Damage,817829.7963,2966620.267
Damage,819732.1333,2966853.172
Damage,766982.2574,2960268.799
Damage,717629.1133,2957199.73
Damage,831805.7713,2961986.028
Damage,831741.6333,2961632.21
Damage,820312.1143,2962554.556
Damage,765119.3893,2947509.867
Damage,812506.7615,2951273.905
Damage,812160.8528,2951636.763
Damage,812238.6154,2951546.721
Damage,749427.131,2940356.187
Damage,745950.5366,2939703.609
Damage,691141.5788,2933470.403
Damage,740606.1304,2939680.716
Damage,739487.8982,2938582.645
Damage,743210.6563,2938644.723
Damage,772727.617,2938110.627
Damage,772694.9294,2938496.096
Damage,691141.5788,2933470.403
Damage,687467.7364,2929045.13
Damage,780168.3288,2922109.848
Damage,780119.7563,2922132.692
Damage,780039.7422,2922149.798
Damage,687467.7364,2929045.13
Damage,743701.6867,2913587.475
Damage,743696.3145,2913541.914
Damage,743731.8376,2913550.877
Damage,743722.2476,2913694.59
Damage,743690.2426,2913726.242
Damage,739828.6215,2912347.99
Damage,739879.5038,2912490.709
Damage,829594.4534,2918676.95
Damage,736264.5606,2906018.505
Damage,735999.5889,2905997.339
Damage,736180.4206,2905723.845
Damage,744693.6181,2905933.18
Damage,898833.8457,2866866.03
Damage,901713.8533,2871875.391
Damage,901685.3042,2871890.645
Damage,901661.1589,2871896.844
Damage,909418.7366,2869931.656
Damage,909352.3232,2869860.841
Damage,909333.9879,2869879.114
Damage,908736.7722,2868912.483
Damage,908703.6219,2868811.375
Damage,908669.1481,2868761.822
Damage,908664.348,2868704.341
Damage,908670.1707,2868553.992
Damage,908355.0144,2868035.703
Damage,892137.9742,2855216.562
Damage,887808.6371,2854725.878
Damage,887850.0552,2854668.453
Damage,887842.6123,2854646.035
Damage,887842.8381,2854664.016
Damage,897404.0564,2858335.506
Damage,897285.0902,2857648.429
Damage,904936.076,2840328.446
Damage,904987.0408,2840220.188
Damage,905104.9338,2840222.889
Damage,905085.4276,2840126.544
Damage,904923.9368,2839828.852
Damage,904638.4563,2844678.213
Damage,906452.6042,2850873.224
Damage,907560.3339,2849787.121
Damage,907598.5095,2849759.463
Damage,907719.7332,2849717.709
Damage,846186.7547,2829725.655
Damage,638050.9465,2782996.961
Damage,644389.3171,2774170.891
Damage,647334.0679,2779125.345
Damage,767282.4249,3209342.776
Damage,788407.5176,3202838.118
Damage,816807.2584,3195148.115
Damage,698455.3316,3183616.864
Damage,775314.1736,3180996.165
Damage,697190.9585,3164355.271
Damage,640322.4512,3156809.963
Damage,679710.4814,3148131.498
Damage,909579.6782,3127850.81
Damage,637476.7401,3118765.694
Damage,667101.623,3113203.656
Damage,856328.0091,3116931.337
Damage,843026.0996,3114315.749
Damage,833752.527,3104182.733
Damage,875232.3917,3092535.485
Damage,832728.0936,3089091.25
Damage,681310.291,3085034.283
Damage,877040.4391,3088693.397
Damage,727218.065,3082891.935
Damage,889193.8483,3085495.099
Damage,882661.8134,3077146.743
Damage,682971.2914,3068047.19
Damage,657017.6236,3060865.362
Damage,850769.1121,3064254.263
Damage,846951.8602,3062409.963
Damage,643566.0015,3054661.269
Damage,879252.1616,3050771.75
Damage,877260.5194,3044660.173
Damage,542778.893,3030657.533
Damage,837643.2306,3032633.768
Damage,547911.1224,3027673.882
Damage,706584.8039,3028725.117
Damage,879949.9674,3031128.663
Damage,836703.7611,3026288.948
Damage,890964.3877,3027301.615
Damage,693205.8515,3019807.688
Damage,847782.0172,3019647.766
Damage,883248.5894,3019488.992
Damage,845584.3949,3014283.383
Damage,833335.3641,3012817.145
Damage,658321.4007,3009345.313
Damage,866021.7605,3010932.992
Damage,776316.9735,3006614.36
Damage,861870.6407,3008123.747
Damage,869743.4386,3007558.754
Damage,837180.0743,3005014.072
Damage,907782.8572,3006902.814
Damage,878862.6557,3005568.02
Damage,866190.2244,3004199.076
Damage,858882.8469,3003151.581
Damage,841572.4831,3002388.59
Damage,875648.7506,3002736.165
Damage,460230.1959,2991236.471
Damage,782171.6732,2993020.863
Damage,830086.8535,2994132.191
Damage,901025.9696,2995751.717
Damage,669777.5345,2989064.229
Damage,836301.1626,2991221.884
Damage,912475.1432,2991626.735
Damage,696426.9697,2982537.084
Damage,904301.2384,2987249.885
Damage,846361.5783,2985236.593
Damage,846966.8594,2978214.947
Damage,905560.959,2976204.016
Damage,943460.4306,2977301.069
Damage,894155.7054,2969161.783
Damage,911597.6144,2965953.716
Damage,743009.2995,2955559.722
Damage,764119.2265,2953668.229
Damage,842374.0525,2934523.614
Damage,851645.8812,2921801.536
Damage,678400.8915,2915689.014
Damage,831264.0071,2911389.653
Damage,900000.8402,2868447.471
Damage,909125.2819,2866989.408
Damage,918542.1016,2864302.889
Damage,904574.6514,2851165.598
Damage,880501.2673,2844844.133
Damage,866982.1844,2842108.203
Damage,794831.4165,2792891.268
Damage,621419.129,2789793.968
Damage,627831.3204,2776246.863
Damage,548309.9393,2756217.445
Damage,587712.051,2752462.75
